5.149165068353395679e-03,1.911122893749225005e-01,-2.271491790678496769e-02,5.077290965670561151e-02,-1.592875488782225513e-01,7.139647040962024405e-02,-1.869251805096316249e-02,5.615072643193066981e-02,1.460878617866837870e-01,-3.342228873123348487e-02,-2.271491790678376380e-02,8.238148908232462153e-02,5.289978096589537798e-02,-1.938571487636927271e-01,-3.167165570318294932e-02,8.486718285908655124e-02,6.743634194783972025e-02,1.695846563551967230e-03
1.911122893749227780e-01,-3.080671590730939095e-03,3.891975918094719294e-02,1.835238907487808102e-01,-1.871521809355732729e-02,3.457534087891996899e-01,-1.502493734337029541e-01,1.542084781480358713e-01,-1.133677280220160150e-01,-1.037848094011623035e-02,3.891975918094212061e-02,6.596697027825555726e-02,8.612384800098302207e-02,1.613200554097599659e-01,-7.213334805990098686e-02,1.274603523850141862e-01,6.794323577251785984e-02,-7.279693839010560955e-03
-2.271491790678581424e-02,3.891975918097261011e-02,0.000000000000000000e+00,-3.446826273490590647e-02,-7.281360412568631257e-02,-2.178661020194155168e-02,2.805727442374000846e-02,-6.331540331159283240e-03,4.984388462570183559e-02,5.474374320134915706e-02,0.000000000000000000e+00,-6.884136349267964972e-02,-2.767570358236179362e-02,4.984388462569591671e-02,4.984388462569718653e-02,1.606622461086854026e-02,-2.059880774381163057e-02,2.526611062804578339e-02
5.077290965670452905e-02,1.835238907487790339e-01,-3.446826273490494891e-02,2.962901859917813768e-02,-3.874968614269118546e-03,-3.338759625672181597e-02,1.034494368138706190e-02,6.473734509160997130e-02,-6.968529540710979853e-02,8.190258492129526974e-03,-3.446826273491065962e-02,-1.337145143604263897e-02,6.616901101916622396e-02,8.102718904518686760e-02,-3.429373331801430225e-02,1.512471660901214959e-02,1.823051225645239831e-02,-5.269930594208654430e-03
-1.592875488782222460e-01,-1.871521809354562832e-02,-7.281360412561259376e-02,-3.874968614268599863e-03,-9.242694312414553859e-02,-3.760234275874892867e-02,4.289471846652485182e-02,1.394948201431905378e-02,-2.570523097822322578e-01,5.803021156597855390e-02,-7.281360412560732021e-02,4.975181993068117717e-03,4.134737013537273520e-02,2.641754202894620179e-02,1.021302409339518158e-02,-2.363425176830218424e-02,-4.466738127264197056e-03,-5.904354195384154715e-03
7.139647040961698277e-02,3.457534087891920294e-01,-2.178661020187674241e-02,-3.338759625672334946e-02,-3.760234275876222360e-02,-1.305301315886857605e-01,-4.716505121933473738e-02,-1.768187490794964623e-02,2.717780032065545415e-01,4.841097486549663514e-02,-2.178661020187585076e-02,1.373309024220224252e-02,-8.060969932271629113e-02,-4.296929233687864225e-02,-8.425474400891334870e-02,2.911754969013037684e-03,-6.803816371582625810e-02,2.696400160001295038e-02
-1.869251805096180247e-02,-1.502493734336934339e-01,2.805727442378157938e-02,1.034494368138823631e-02,4.289471846652882780e-02,-4.716505121933586842e-02,2.374374972621792756e-02,-2.990938840244006941e-02,-5.582457917870276703e-02,7.670831943368759676e-02,2.805727442378382758e-02,-1.108845319940546595e-02,-4.384341850302589383e-02,-1.236717169877354569e-02,-3.379255145551673944e-02,-2.597075541045127528e-02,1.138766190643828585e-02,1.505148985607204261e-02
5.615072643193056573e-02,1.542084781480361766e-01,-6.331540331158331744e-03,6.473734509161069295e-02,1.394948201432258915e-02,-1.768187490794694006e-02,-2.990938840243973634e-02,6.444925446445018413e-02,-1.428139626630925696e-01,-2.171697070651112602e-02,-6.331540331158669148e-03,3.322771779046337220e-02,1.261890125492787576e-02,5.375152145981457186e-02,-4.560024368659332944e-02,5.333390379374396834e-02,5.290821361463938881e-03,1.455605246888739277e-03
1.460878617866826212e-01,-1.133677280220136557e-01,4.984388462564921102e-02,-6.968529540710867443e-02,-2.570523097822458580e-01,2.717780032065390539e-01,-5.582457917871044839e-02,-1.428139626630912096e-01,1.687303201611948800e-01,6.704429196733477370e-02,4.984388462565034206e-02,7.461039584174317119e-02,-8.228622111264374817e-02,-1.274972590310875439e-02,8.301855477406056005e-03,-2.704262182488295554e-03,-4.340234195156681546e-02,4.328395632772828044e-02
-3.342228873123519878e-02,-1.037848094012162360e-02,5.474374320184823700e-02,8.190258492132592230e-03,5.803021156597992780e-02,4.841097486546920570e-02,7.670831943369035844e-02,-2.171697070650389222e-02,6.704429196730837814e-02,-5.016702036550703403e-02,5.474374320058839061e-02,-8.234771251018012904e-04,1.877447213832130965e-02,4.586997138084121170e-03,-8.277969696522354589e-04,-9.565337505723241207e-03,2.497239049907228059e-02,-1.055582657211187256e-02
-2.271491790678280276e-02,3.891975918097312359e-02,0.000000000000000000e+00,-3.446826273490055659e-02,-7.281360412566939555e-02,-2.178661020192042622e-02,2.805727442375778938e-02,-6.331540331160561731e-03,4.984388462569411260e-02,5.474374320132896488e-02,0.000000000000000000e+00,-6.884136349265722321e-02,-2.767570358236690758e-02,4.984388462569337014e-02,4.984388462569384892e-02,1.606622461088381276e-02,-2.059880774377937165e-02,2.526611062805535907e-02
8.238148908232498235e-02,6.596697027825050574e-02,-6.884136349267104549e-02,-1.337145143604329990e-02,4.975181993069457791e-03,1.373309024220956825e-02,-1.108845319940608004e-02,3.322771779046285179e-02,7.461039584174691819e-02,-8.234771251048225282e-04,-6.884136349266820054e-02,-6.081549476197164496e-03,3.143243175156958807e-02,2.275481837227831539e-02,1.163238580238747273e-02,2.739475637916629139e-02,1.995887985353857197e-02,3.193918107096378224e-03
5.289978096589479512e-02,8.612384800097042103e-02,-2.767570358143617293e-02,6.616901101916601580e-02,4.134737013537295724e-02,-8.060969932271454252e-02,-4.384341850302524851e-02,1.261890125492748371e-02,-8.228622111264610739e-02,1.877447213831511669e-02,-2.767570358322336832e-02,3.143243175157077463e-02,1.904625563327489238e-02,3.991275020370640275e-02,-6.103975102141063341e-02,1.117690570095365710e-02,2.541722180697363748e-02,6.643845348217627261e-03
-1.938571487636928936e-01,1.613200554097538320e-01,4.984388462569268319e-02,8.102718904518679821e-02,2.641754202895097922e-02,-4.296929233686708205e-02,-1.236717169877162362e-02,5.375152145981462737e-02,-1.274972590311189424e-02,4.586997138073646042e-03,4.984388462569472322e-02,2.275481837227812110e-02,3.991275020370848442e-02,3.190557978176603721e-02,-4.129215494532389313e-02,9.842575538851703817e-03,3.669674236568165604e-02,-8.809818250673565748e-03
-3.167165570318045131e-02,-7.213334805989921050e-02,4.984388462569416117e-02,-3.429373331801555819e-02,1.021302409339606976e-02,-8.425474400891722060e-02,-3.379255145551673944e-02,-4.560024368659225391e-02,8.301855477413098983e-03,-8.277969696489240886e-04,4.984388462569313422e-02,1.163238580238552290e-02,-6.103975102141214609e-02,-4.129215494532265801e-02,3.039375554312568825e-02,-1.119461701002628581e-02,-1.887565195516914540e-02,5.054796364464715641e-04
8.486718285908700921e-02,1.274603523850183495e-01,1.606622461087725551e-02,1.512471660901172632e-02,-2.363425176830693392e-02,2.911754969012088357e-03,-2.597075541045181998e-02,5.333390379374413487e-02,-2.704262182483574938e-03,-9.565337505715103619e-03,1.606622461087627712e-02,2.739475637916712406e-02,1.117690570095223289e-02,9.842575538850902375e-03,-1.119461701002567693e-02,3.320139133255388397e-02,1.570420395952866824e-02,1.452159234210751750e-02
6.743634194783972025e-02,6.794323577252321666e-02,-2.059880774380955237e-02,1.823051225645290832e-02,-4.466738127260229743e-03,-6.803816371582331601e-02,1.138766190643875076e-02,5.290821361463691683e-03,-4.340234195156852243e-02,2.497239049906605640e-02,-2.059880774381710536e-02,1.995887985354033445e-02,2.541722180697360625e-02,3.669674236568065684e-02,-1.887565195516754946e-02,1.570420395952967785e-02,4.772708986951752080e-02,1.998717751791098327e-02
1.695846563551919092e-03,-7.279693839011473419e-03,2.526611062806089283e-02,-5.269930594209952003e-03,-5.904354195388911326e-03,2.696400160000645210e-02,1.505148985607254394e-02,1.455605246888945058e-03,4.328395632772818330e-02,-1.055582657210167759e-02,2.526611062805995955e-02,3.193918107094768401e-03,6.643845348217311542e-03,-8.809818250672967269e-03,5.054796364462237155e-04,1.452159234210718443e-02,1.998717751791165634e-02,6.629548880676226254e-03
